ID;Longitude;Latitude;ORDEM;DATA_IMPLA;PREDIAL;CDL1;CDL2;LOG1;LOG2;LOCAL;LOCAL_SIG;TIPO;OBSERVACAO;CODIGO
1799;-51.248776;-30.100530;118;;1161;7670177;;AV WENCESLAU ESCOBAR;;1161 AV WENCESLAU ESCOBAR;1161 AV WENCESLAU ESCOBAR;PEDESTRE;PED CB FRENTE CEL MASSOT;WEN-CME
1800;-51.248778;-30.100616;119;;;7670177;7670169;AV WENCESLAU ESCOBAR;AV CEL MASSOT;AV WENCESLAU ESCOBAR & AV CEL MASSOT;AV WENCESLAU ESCOBAR & AV CEL MASSOT;CRUZAMENTO;;WEN-CME
1801;-51.240661;-30.085712;120;;800;7672090;;AV ICARAI;;800 AV ICARAI;800 AV ICARAI;PEDESTRE;PED BC APOS ROTULA DIARIO DE NOTICIAS;WEN-DIA
1802;-51.248261;-30.097444;121;;858;7670177;;AV WENCESLAU ESCOBAR;;858 AV WENCESLAU ESCOBAR;858 AV WENCESLAU ESCOBAR;PEDESTRE;PED CB APOS ROTULA DIARIO DE NOTICIAS;WEN-DIA
1803;-51.253821;-30.105634;122;;1971;7670177;;AV WENCESLAU ESCOBAR;;1971 AV WENCESLAU ESCOLAR;1971 AV WENCESLAU ESCOLAR;PEDESTRE;CB PROX GEN RONDON;WEN-PD06
1804;-51.249744;-30.101257;123;;;7670177;;AV WENCESLAU ESCOBAR;;;1305 AV WENCESLAU ESCOLAR;PEDESTRE;CB PROX CASTRO DE MENEZES - DF SUPERM NACIONAL;WEN-PD12
1805;-51.194671;-29.988518;124;;;8081234;;AV A J RENNER;; DF 705 AV A J RENNER;1064 AV A J RENNER;PEDESTRE;PROX R ELPIDIO SANTOS DOS SANTOS;AJR-PD02
1806;-51.191974;-29.980367;125;;;8081234;;AV A J RENNER;;;1753 AV A J RENNER;PEDESTRE;BC PROXIMO A GARAGEM DA VIACAO NAVEGANTES;AJR-PD01
776;-51.209317;-30.147032;126;20001116;2051;7866155;;AV JUCA BATISTA;;2051 AV JUCA BATISTA;2051 AV JUCA BATISTA;PEDESTRE;;JUC-PD13
777;-51.209325;-30.146974;127;20001116;2040;7866155;;AV JUCA BATISTA;;2040 AV JUCA BATISTA;2050 AV JUCA BATISTA;PEDESTRE;;JCU-PD13
791;-51.204509;-30.147744;128;;2466;7866155;;AV JUCA BATISTA;;2466 AV JUCA BATISTA;2466 AV JUCA BATISTA;PEDESTRE;PROX CRISTIANO KRAEMER;JUC-CKR
790;-51.204410;-30.147748;129;;;7866155;8068082;AV JUCA BATISTA;ESTR CRISTIANO KRAEMER;AV JUCA BATISTA & ESTR CRISTIANO KRAEMER;AV JUCA BATISTA & ESTR CRISTIANO KRAEMER;CRUZAMENTO;;JUC-CKR
761;-51.200998;-30.152966;130;;3217;7866155;;AV JUCA BATISTA;;3217 AV JUCA BATISTA;3217 AV JUCA BATISTA;PEDESTRE;CB PROX R NOVA IPANEMA;JUC-PD05
786;-51.200942;-30.152942;131;;3230;7866155;;AV JUCA BATISTA;;3230 AV JUCA BATISTA;3230 AV JUCA BATISTA;PEDESTRE;BC PROX R NOVA IPANEMA;JUC-PD05
787;-51.201127;-30.152316;132;;;7866155;8064024;AV JUCA BATISTA;R RODRIGO PAVAN;AV JUCA BATISTA & R RODRIGO PAVAN;AV JUCA BATISTA & R RODRIGO PAVAN;CRUZAMENTO;;JUC-ADE
788;-51.201176;-30.151494;133;;;7866155;8064024;AV JUCA BATISTA;R RODRIGO PAVAN;AV JUCA BATISTA & R RODRIGO PAVAN;AV JUCA BATISTA & R RODRIGO PAVAN;CRUZAMENTO;;JUC-ADE
766;-51.199355;-30.154993;134;19861103;3481;7866155;;AV JUCA BATISTA;;3481 AV JUCA BATISTA;3481 AV JUCA BATISTA;PEDESTRE;;JUC-PD01
424;-51.197507;-30.156287;135;20000727;0;8063018;7866155;AV CELESTINO BERTOLUCCI;AV JUCA BATISTA;AV CELESTINO BERTOLUCCI & AV JUCA BATISTA;AV CELESTINO BERTOLUCCI & AV JUCA BATISTA;CRUZAMENTO;;JUC-CBE
764;-51.193938;-30.158388;136;;4235;7866155;;AV JUCA BATISTA;;4235 AV JUCA BATISTA;4235 AV JUCA BATISTA;PEDESTRE;;JUC-JBM
765;-51.193922;-30.158336;137;;4174;7866155;;AV JUCA BATISTA;;4174 AV JUCA BATISTA;4174 AV JUCA BATISTA;PEDESTRE;;JUC-JBM
763;-51.193839;-30.158385;138;;;7866155;8062010;AV JUCA BATISTA;R JORGE BABOT MIRANDA;AV JUCA BATISTA & R JORGE BABOT MIRANDA;AV JUCA BATISTA & R JORGE BABOT MIRANDA;CRUZAMENTO;VEICULAR ATUADO;JUC-JBM
782;-51.192265;-30.158608;139;16022017;4329;7866155;;AV JUCA BATISTA;;4329 AV JUCA BATISTA;4329 AV JUCA BATISTA;PEDESTRE;REF Empreendimento Zaffari Hipica;JUC-PD03
789;-51.191946;-30.158558;140;;4330;7866155;;AV JUCA BATISTA;;4330 AV JUCA BATISTA;4330 AV JUCA BATISTA;PEDESTRE;ZAFFARI HIPICA;JUC-PD03
767;-51.199744;-30.154487;141;;3450;7866155;;AV JUCA BATISTA;;3450 AV JUCA BATISTA;3450 AV JUCA BATISTA;PEDESTRE;COLEGIO MATIAS DE ALBUQUERQUE;JUC-PD01
778;-51.186893;-30.160653;142;26032014;4931;7866155;;AV JUCA BATISTA;;4931 AV JUCA BATISTA;AV JUCA BATISTA;PEDESTRE;DF N? Predial DF 4790 CB - Escola CESI;JUC-PD22
779;-51.186853;-30.160505;143;26032014;4790;7866155;;AV JUCA BATISTA;;4790 AV JUCA BATISTA;4790 AV JUCA BATISTA;PEDESTRE;N? Predial 4790 BC - Escola CESI;JUC-PD22
1342;-51.182052;-30.211227;144;19790209;0;8258014;8158024;R DR CECILIO MONZA;AV HEITOR VIEIRA;R DR CECILIO MONZA & AV HEITOR VIEIRA;R DR CECILIO MONZA & AV HEITOR VIEIRA;CRUZAMENTO;;CEC-HEI
550;-51.182962;-30.155978;145;;904;8163032;;AV EDGAR PIRES DE CASTRO;;904 AV EDGAR PIRES DE CASTRO;904 AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX GEDEON LEITE;EPC-PD04
551;-51.182934;-30.156026;146;;905;8163032;;AV EDGAR PIRES DE CASTRO;;905 AV EDGAR PIRES DE CASTRO;905 AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX GEDEON LEITE;EPC-PD04
552;-51.172236;-30.155959;147;;1813;8163032;;AV EDGAR PIRES DE CASTRO;;1813 AV EDGAR PIRES DE CASTRO;1813 AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX GERMANO BONOW FILHO;EPC-PD03
553;-51.172025;-30.155925;148;;1920;8163032;;AV EDGAR PIRES DE CASTRO;;1920 AV EDGAR PIRES DE CASTRO;1920 AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX GERMANO BONOW FILHO;EPC-PD03
554;-51.167952;-30.156381;149;;2603;8163032;;AV EDGAR PIRES DE CASTRO;;2603 AV EDGAR PIRES DE CASTRO;AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX DR RAPHAEL LORO;EPC-PD06
548;-51.167972;-30.156323;150;3072013;2244;8163032;;AV EDGAR PIRES DE CASTRO;;2244 AV EDGAR PIRES DE CASTRO;2244 AV EDGAR PIRES DE CASTRO;PEDESTRE;PROX DR RAPHAEL LORO;EPC-PD06
1150;-51.152973;-30.164796;151;;0;8562027;8562035;ESTR JOAO ANTONIO SILVEIRA;R CAPITAO PEDROSO;ESTR JOAO ANTONIO SILVEIRA & R CAPITAO PEDROSO;ESTR JOAO ANTONIO SILVEIRA & R CAPITAO PEDROSO;CRUZAMENTO;;JAS-CAP
544;-51.161415;-30.158250;152;;3071;8163032;;AV EDGAR PIRES DE CASTRO;;3071 AV EDGAR PIRES DE CASTRO;2821 AV EDGAR PIRES DE CASTRO;PEDESTRE;DF ESCOLA HENRIAQUE FARJAT;EDC-COS
545;-51.161359;-30.158226;153;;3070;8163032;;AV EDGAR PIRES DE CASTRO;;3070 AV EDGAR PIRES DE CASTRO;3070 AV EDGAR PIRES DE CASTRO;PEDESTRE;ESCOLA HENRIAQUE FARJAT;EDC-COS
549;-51.161431;-30.158165;154;5122015;;8163032;8268096;AV EDGAR PIRES DE CASTRO;ESTR COSTA GAMA;AV EDGAR PIRES DE CASTRO & ESTR COSTA GAMA;AV EDGAR PIRES DE CASTRO & ESTR COSTA GAMA;CRUZAMENTO;Meno 59/2014 - GPTC;EDC-COS
546;-51.128003;-30.196884;155;;9405;8163032;;AV EDGAR PIRES DE CASTRO;;9405 AV EDGAR PIRES DE CASTRO;9405 AV EDGAR PIRES DE CASTRO;PEDESTRE;;EPC-PD02
547;-51.127532;-30.197598;156;;9406;8163032;;AV EDGAR PIRES DE CASTRO;;9406 AV EDGAR PIRES DE CASTRO;9406 AV EDGAR PIRES DE CASTRO;PEDESTRE;;EPC-PD02
1146;-51.150438;-30.162994;157;20020827;0;8563017;8562027;ESTR BARRO VERMELHO;ESTR JOAO ANTONIO SILVEIRA;ESTR BARRO VERMELHO & ESTR JOAO ANTONIO SILVEIRA;ESTR BARRO VERMELHO & ESTR JOAO ANTONIO SILVEIRA;CRUZAMENTO;;JAS-VER
1151;-51.143311;-30.156123;158;;1571;8562027;8663015;ESTR JOAO ANTONIO SILVEIRA;;1571 ESTR JOAO ANTONIO SILVEIRA;1571 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;PED ESQ  DR JOAO DENTICE;JAS-PD03
1152;-51.143347;-30.156079;159;;1554;8562027;;ESTR JOAO ANTONIO SILVEIRA;;1554 ESTR JOAO ANTONIO SILVEIRA;1554 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;;JAS-PD03
1153;-51.140493;-30.155140;160;19991204;1841;8562027;;ESTR JOAO ANTONIO SILVEIRA;;1841 ESTR JOAO ANTONIO SILVEIRA;1841 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;;JAS-PS01
1154;-51.140489;-30.155083;161;;1838;8562027;;ESTR JOAO ANTONIO SILVEIRA;;1838 ESTR JOAO ANTONIO SILVEIRA;1838 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;PROX R ALMADA;JAS-PD01
1157;-51.133546;-30.150983;162;;2706;8562027;;ESTR JOAO ANTONIO SILVEIRA;;2706 ESTR JOAO ANTONIO SILVEIRA;2706 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;ESQ  IGNES E FAGUNDES;JAS-PD05
1155;-51.133504;-30.151023;163;29062012;2763;8562027;8764011;ESTR JOAO ANTONIO SILVEIRA;;2763 ESTR JOAO ANTONIO SILVEIRA;2745 ESTR JOAO ANTONIO SILVEIRA;PEDESTRE;ESQ  IGNES E FAGUNDES;JAS-PD05
1125;-51.254359;-30.115073;164;;3033;7670177;;AV WENCESLAU ESCOBAR;;3033 AV WENCESLAU ESCOBAR;3033 AV WENCESLAU ESCOBAR;PEDESTRE;CB PROX ESQ MARIO TOTTA PED;WEN-MTO
1128;-51.254844;-30.113890;165;20000318;0;7670177;7568116;AV WENCESLAU ESCOBAR;R AFONSO ALVARES;AV WENCESLAU ESCOBAR & R AFONSO ALVARES;AV WENCESLAU ESCOBAR & R AFONSO ALVARES;CRUZAMENTO;;WEN-MTO
1129;-51.254520;-30.114653;166;19830930;0;7670177;7468028;AV WENCESLAU ESCOBAR;R DR MARIO TOTTA;AV WENCESLAU ESCOBAR & R DR MARIO TOTTA;AV WENCESLAU ESCOBAR & R DR MARIO TOTTA;CRUZAMENTO;;WEN-MTO
1126;-51.254009;-30.115795;167;19990109;0;7670177;7468036;AV WENCESLAU ESCOBAR;R LANDEL DE MOURA;AV WENCESLAU ESCOBAR & R LANDEL DE MOURA;AV WENCESLAU ESCOBAR & R LANDEL DE MOURA;CRUZAMENTO;;WEN-LMO
1131;-51.255311;-30.112118;168;19820129;0;7670177;7568041;AV WENCESLAU ESCOBAR;R DR ARMANDO BARBEDO;AV WENCESLAU ESCOBAR & R DR ARMANDO BARBEDO;AV WENCESLAU ESCOBAR & R DR ARMANDO BARBEDO;CRUZAMENTO;;WEN-ALM
1130;-51.255254;-30.112574;169;;0;7670177;7468010;AV WENCESLAU ESCOBAR;R ALMIRANTE CAMARA;AV WENCESLAU ESCOBAR & R ALMIRANTE CAMARA;AV WENCESLAU ESCOBAR & R ALMIRANTE CAMARA;CRUZAMENTO;;WEN-ALM
1132;-51.255033;-30.111301;170;;2560;7670177;;AV WENCESLAU ESCOBAR;;2560 AV WENCESLAU ESCOBAR;2560 AV WENCESLAU ESCOBAR;PEDESTRE;BC COLEGIO 3 OUTUBRO DEF PRACA;WEN-PD02
1133;-51.254806;-30.110949;171;;2561;7670177;;AV WENCESLAU ESCOBAR;;2561 AV WENCESLAU ESCOBAR;2561 AV WENCESLAU ESCOBAR;PEDESTRE;CB PRACA DEF COLEGIO 3 OUTUBRO;WEN-PD02
1134;-51.254097;-30.109921;172;;0;7670177;7568017;AV WENCESLAU ESCOBAR;AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR & AV OTTO NIEMEYER;AV WENCESLAU ESCOBAR & AV OTTO NIEMEYER;CRUZAMENTO;JUNTO ROTULA;WEN-OTT
880;-51.253621;-30.109812;173;;0;7568017;7568002;AV OTTO NIEMEYER;TRAV GERMANO GARCIA;AV OTTO NIEMEYER & TRAV GERMANO GARCIA;AV OTTO NIEMEYER & TRAV GERMANO GARCIA;CRUZAMENTO;DEF  ZAFFARI;OTT-GER
1141;-51.253951;-30.108416;174;;2296;7670177;;AV WENCESLAU ESCOLAR;;2296 AV WENCESLAU ESCOLAR;AV WENCESLAU ESCOLAR;PEDESTRE;;WEN-OTT
1142;-51.253770;-30.105781;175;;1980;7670177;;AV WENCESLAU ESCOLAR;;1980 AV WENCESLAU ESCOLAR;1980 AV WENCESLAU ESCOLAR;PEDESTRE;BC PROX GEN RONDON;WEN-PD06
881;-51.249579;-30.108386;176;;0;7568017;7569304;AV OTTO NIEMEYER;R JOSE GOMES;AV OTTO NIEMEYER & R JOSE GOMES;AV OTTO NIEMEYER & R JOSE GOMES;CRUZAMENTO;COLEGIO LANDELL DE MOURA;OTT-JSG
1135;-51.252572;-30.103739;177;;1689;7670177;;AV WENCESLAU ESCOBAR;;1689 AV WENCESLAU ESCOBAR;1689 AV WENCESLAU ESCOBAR;PEDESTRE;CB PROX PEREIRA PASSOS;WEN-PD04
1136;-51.251541;-30.103270;178;;1598;7670177;;AV WENCESLAU ESCOBAR;;1598 AV WENCESLAU ESCOBAR;1598 AV WENCESLAU ESCOBAR;PEDESTRE;BC APOS PEREIRA PASSOS FTE CASA DO MARQUES;WEN-PD04
1137;-51.249890;-30.101424;179;;1286;7670177;;AV WENCESLAU ESCOBAR;;1286 AV WENCESLAU ESCOBAR;1286 AV WENCESLAU ESCOBAR;PEDESTRE;BC FTE SUPERM NACIONAL;WEN-PD12
1138;-51.249262;-30.101025;180;19810204;0;7670177;7570021;AV WENCESLAU ESCOBAR;R DR CASTRO DE MENEZES;AV WENCESLAU ESCOBAR & R DR CASTRO DE MENEZES;AV WENCESLAU ESCOBAR & R DR CASTRO DE MENEZES;CRUZAMENTO;;WEN-CME
497;-51.250109;-30.095006;181;;0;7672124;7570039;AV DIARIO DE NOTICIAS;AV GUAIBA;AV DIARIO DE NOTICIAS & AV GUAIBA;AV DIARIO DE NOTICIAS & AV GUAIBA;CRUZAMENTO;;DIA-GBA
505;-51.249800;-30.094534;182;;;7672124;;AV DIARIO DE NOTICIAS;;AV DIARIO DE NOTICIAS;AV DIARIO DE NOTICIAS;PEDESTRE;PED SN PROX ROTULA DIARIO NOTICIAS GUAIBA;DIA-GBA
1114;-51.233355;-30.132334;183;19790410;0;7766231;7766108;AV TRAMANDAI;R DEA COUFAL;AV TRAMANDAI & R DEA COUFAL;AV TRAMANDAI & R DEA COUFAL;CRUZAMENTO;;DEA-TRA
421;-51.245607;-30.124272;184;5042004;1110;7567100;;AV CEL MARCOS;;1110 AV CEL MARCOS;1110 AV CEL MARCOS;PEDESTRE;PROX AABB;CMA-PD04
418;-51.245393;-30.124429;185;5042004;1109;7567100;;AV CEL MARCOS;;1109 AV CEL MARCOS;1109 AV CEL MARCOS;PEDESTRE;PROX AABB;CMA-PD04
416;-51.242591;-30.127128;186;20010616;1545;7567100;;AV CEL MARCOS;;1545 AV CEL MARCOS;1545 AV CEL MARCOS;PEDESTRE;PROX TRAV PEDRA REDONDA;CMA-PD02
417;-51.242508;-30.127137;187;20010616;1538;7567100;;AV CEL MARCOS;;1538 AV CEL MARCOS;1538 AV CEL MARCOS;PEDESTRE;PROX TRAV PEDRA REDONDA;CMA-PD02
419;-51.243644;-30.125514;188;10112005;1317;7567100;;AV CEL MARCOS;;1317 AV CEL MARCOS;1317 AV CEL MARCOS;PEDESTRE;;CMA-PD05
420;-51.243647;-30.125441;189;10112005;1322;7567100;;AV CEL MARCOS;;1322 AV CEL MARCOS;1322 AV CEL MARCOS;PEDESTRE;;CMA-PD05
422;-51.239167;-30.129782;190;;1959;7567100;;AV CEL MARCOS;;1959 AV CEL MARCOS;1959 AV CEL MARCOS;PEDESTRE;CB FR COL+GIO MARISTA IPANEMA;CMA-PD01
423;-51.239088;-30.129770;191;20000725;1960;7567100;;AV CEL MARCOS;;1960 AV CEL MARCOS;1960 AV CEL MARCOS;PEDESTRE;COLEGIO MARISTA IPANEMA;CMA-PD01
1115;-51.229704;-30.134328;192;;395;7766231;;AV TRAMANDAI;;395 AV TRAMANDAI;395 AV TRAMANDAI;PEDESTRE;FTE ESCOLA NOSSA SENHORA APARECIDA;TRA-PD01
1116;-51.229685;-30.134275;193;;372;7766231;;AV TRAMANDAI;;372 AV TRAMANDAI;372 AV TRAMANDAI;PEDESTRE;DF ESCOLA NOSSA SENHORA APARECIDA;TRA-PD01
1254;-51.226309;-30.135959;194;;414;7866072;;R COMENDADOR CASTRO;;414 R COMENDADOR CASTRO;414 R COMENDADOR CASTRO;PEDESTRE;BC;CCA-PD01
1255;-51.226073;-30.135902;195;;427;7866072;;R COMENDADOR CASTRO;;427 R COMENDADOR CASTRO;427 R COMENDADOR CASTRO;PEDESTRE;;CCA-PD01
781;-51.220490;-30.139184;196;16062012;0;7866155;7867070;AV JUCA BATISTA;AV EDUARDO PRADO;AV JUCA BATISTA & AV EDUARDO PRADO;AV JUCA BATISTA & AV EDUARDO PRADO;CRUZAMENTO;;JUC-EDP
783;-51.220582;-30.139019;197;;518;7866155;;AV JUCA BATISTA;;518 AV JUCA BATISTA;AV JUCA BATISTA;PEDESTRE;PROX EDUARDO PRADO BC;JUC-EDP
771;-51.217474;-30.142744;198;20030416;1085;7866155;;AV JUCA BATISTA;;1085 AV JUCA BATISTA;1085 AV JUCA BATISTA;PEDESTRE;;JUC-PD07
772;-51.217523;-30.142643;199;;1100;7866155;;AV JUCA BATISTA;;1100 AV JUCA BATISTA;1100 AV JUCA BATISTA;PEDESTRE;;JUC-PD07
768;-51.218884;-30.141769;200;;925;7866155;;AV JUCA BATISTA;;925 AV JUCA BATISTA;925 AV JUCA BATISTA;PEDESTRE;FR SUPERMERCADO ZAFFARI;JUC-PD15
762;-51.218819;-30.141747;201;;954;7866155;;AV JUCA BATISTA;;954 AV JUCA BATISTA;954 AV JUCA BATISTA;PEDESTRE;DF SUPERMERCADO ZAFFARI;JUC-PD15
769;-51.220288;-30.139686;202;20030416;655;7866155;;AV JUCA BATISTA;;655 AV JUCA BATISTA;655 AV JUCA BATISTA;PEDESTRE;;JUC-PD09
770;-51.220242;-30.139640;203;;640;7866155;;AV JUCA BATISTA;;640 AV JUCA BATISTA;640 AV JUCA BATISTA;PEDESTRE;;JUC-PD09
560;-51.220446;-30.138909;204;;2300;7867070;;AV EDUARDO PRADO;;2300 AV EDUARDO PRADO;2300 AV EDUARDO PRADO;PEDESTRE;PROX JUCA BATISTA;JUC-EDP
774;-51.223226;-30.135747;205;;0;7866155;7865017;AV JUCA BATISTA;;DF 152 AV JUCA BATISTA;AV JUCA BATISTA;PEDESTRE;PROX AV OSWALDO GONCALVES CRUZ DF 152;JUC-PD11
773;-51.223166;-30.135668;206;;152;7866155;;AV JUCA BATISTA;;152 AV JUCA BATISTA;152 AV JUCA BATISTA;PEDESTRE;;JUC-PD11
559;-51.219227;-30.135946;207;;1954;7867070;;AV EDUARDO PRADO;;1954 AV EDUARDO PRADO;1954 AV EDUARDO PRADO;PEDESTRE;JARDIM VERDE SHOPPING;EDP-PD01
555;-51.219205;-30.135761;208;;1931;7867070;;AV EDUARDO PRADO;;1931 AV EDUARDO PRADO;1931 AV EDUARDO PRADO;PEDESTRE;DF JARDIM VERDE SHOPPING;EDP-PD01
486;-51.226127;-30.114452;209;;4357;7870116;;AV DA CAVALHADA;;4357 AV DA CAVALHADA;4357 AV DA CAVALHADA;PEDESTRE;;CAV-JSA
468;-51.225905;-30.114691;210;19941110;4424;7870116;;AV DA CAVALHADA;;4424 AV DA CAVALHADA;4424 AV DA CAVALHADA;PEDESTRE;;CAV-JSA
556;-51.221184;-30.123037;211;;;7867070;8068090;AV EDUARDO PRADO;AV MONTE CRISTO;AV EDUARDO PRADO & AV MONTE CRISTO;AV EDUARDO PRADO & AV MONTE CRISTO;CRUZAMENTO;;EDP-MOC
557;-51.221399;-30.122748;212;;330;7867070;;AV EDUARDO PRADO;;330 AV EDUARDO PRADO;330 AV EDUARDO PRADO;PEDESTRE;PROX AV MONTE CRISTO;EDP-MOC
558;-51.220269;-30.124881;213;;;7867070;7766108;AV EDUARDO PRADO;R DEA COUFAL;AV EDUARDO PRADO & R DEA COUFAL;AV EDUARDO PRADO & R DEA COUFAL;CRUZAMENTO;;EDP-DEA
465;-51.224125;-30.119988;214;21122007;0;7870116;7867070;AV DA CAVALHADA;AV EDUARDO PRADO;AV DA CAVALHADA & AV EDUARDO PRADO;AV DA CAVALHADA & AV EDUARDO PRADO;CRUZAMENTO;;CAV-EDP
487;-51.224327;-30.118814;215;;4907;7870116;;AV DA CAVALHADA;;4907 AV DA CAVALHADA;4907 AV DA CAVALHADA;PEDESTRE;;CAV-AUA
466;-51.224223;-30.118792;216;23122011;4890;7870116;;AV DA CAVALHADA;;4890 AV DA CAVALHADA;AV DA CAVALHADA;PEDESTRE;FR FACULDADE ANHANGUERA;CAV-AU
1493;-51.245496;-30.106994;217;20020801;0;7669047;7568017;R MARECHAL HERMES;AV OTTO NIEMEYER;R MARECHAL HERMES & AV OTTO NIEMEYER;R MARECHAL HERMES & AV OTTO NIEMEYER;CRUZAMENTO;;OTT-ERM
1341;-51.248700;-30.102743;218;;0;7570021;7469018;R DR CASTRO DE MENEZES;AV COPACABANA;R DR CASTRO DE MENEZES & AV COPACABANA;R DR CASTRO DE MENEZES & AV COPACABANA;CRUZAMENTO;;COP-CME
1247;-51.242228;-30.099723;219;28122004;0;7670169;7670151;R CEL MASSOT;R CEL CLAUDINO;R CEL MASSOT & R CEL CLAUDINO;R CEL MASSOT & R CEL CLAUDINO;CRUZAMENTO;;MAS-CLA
1248;-51.241309;-30.099495;220;28122004;;7670169;7670185;R CEL MASSOT;R CAMAQUA;R CEL MASSOT & R CAMAQUA;R CEL MASSOT & R CAMAQUA;CRUZAMENTO;;MAS-CLA
1350;-51.235262;-30.106413;221;;0;7568066;7770209;R DR PEREIRA NETO;TRAV ESCOBAR;R DR PEREIRA NETO & TRAV ESCOBAR;R DR PEREIRA NETO & TRAV ESCOBAR;CRUZAMENTO;;PEN-ESC
1228;-51.238946;-30.104742;222;19790205;0;7670185;7568017;R CAMAQUA;AV OTTO NIEMEYER;R CAMAQUA & AV OTTO NIEMEYER;R CAMAQUA & AV OTTO NIEMEYER;CRUZAMENTO;;OTT-CMQ
1227;-51.239967;-30.102483;223;19990417;0;7670185;7569288;R CAMAQUA;R DR BARCELOS;R CAMAQUA & R DR BARCELOS;R CAMAQUA & R DR BARCELOS;CRUZAMENTO;;CMQ-DBA
1693;-51.236441;-30.103891;224;19990417;0;7770209;7568017;TRAV ESCOBAR;AV OTTO NIEMEYER;TRAV ESCOBAR & AV OTTO NIEMEYER;TRAV ESCOBAR & AV OTTO NIEMEYER;CRUZAMENTO;;OTT-CMQ
1629;-51.233819;-30.102998;225;20010628;0;7770316;7568017;R SILVIO SILVEIRA SOARES;AV OTTO NIEMEYER;R SILVIO SILVEIRA SOARES & AV OTTO NIEMEYER;R SILVIO SILVEIRA SOARES & AV OTTO NIEMEYER;CRUZAMENTO;;OTT-SSS
498;-51.248299;-30.097364;226;;0;7672124;7670177;AV DIARIO DE NOTICIAS;AV WENCESLAU ESCOBAR;AV DIARIO DE NOTICIAS & AV WENCESLAU ESCOBAR;AV DIARIO DE NOTICIAS & AV WENCESLAU ESCOBAR;CRUZAMENTO;;WEN-DIA
671;-51.246191;-30.095888;227;;1880;7672090;;AV ICARAI;;1880 AV ICARAI;1880 AV ICARAI;PEDESTRE;DF COL.LEONARDO  VINCI/TERMOLAR;ICA-CLA
672;-51.246038;-30.095714;228;19970619;1879;7672090;;AV ICARAI;;1879 AV ICARAI;1879 AV ICARAI;PEDESTRE;FR COLEGIO LEONARDO DA VINCI;ICA-CLA
1243;-51.243438;-30.096169;229;20042006;289;7670151;;R CEL CLAUDINO;;289 R CEL CLAUDINO;289 R CEL CLAUDINO;PEDESTRE;DEFR COLEGIO RAFAEL BANDEIRA;ICA-CLA
673;-51.244011;-30.094357;230;19921110;0;7672090;7670151;AV ICARAI;R CEL CLAUDINO;AV ICARAI & R CEL CLAUDINO;AV ICARAI & R CEL CLAUDINO;CRUZAMENTO;;ICA-CLA
675;-51.242673;-30.093152;231;20000519;1507;7672090;;AV ICARAI;;1507 AV ICARAI;AV ICARAI;PEDESTRE;;ICA-PD02
674;-51.242619;-30.093165;232;20000519;1504;7672090;;AV ICARAI;;1504 AV ICARAI;AV ICARAI;PEDESTRE;;ICA-CAM
676;-51.242146;-30.091621;233;19790205;0;7672090;7671068;AV ICARAI;R DR CAMPOS VELHO;AV ICARAI & R DR CAMPOS VELHO;AV ICARAI & R DR CAMPOS VELHO;CRUZAMENTO;;ICA-CAM
503;-51.248023;-30.087529;234;;700;7672124;;AV DIARIO DE NOTICIAS;;700 AV DIARIO DE NOTICIAS;700 AV DIARIO DE NOTICIAS;PEDESTRE;SAIDA BARRA SHOPPING;DIA-BSSAI
504;-51.248048;-30.087374;235;;701;7672124;;AV DIARIO DE NOTICIAS;;701 AV DIARIO DE NOTICIAS;701 AV DIARIO DE NOTICIAS;PEDESTRE;SAIDA BARRA SHOPPING;DIA-BSSAI
500;-51.247613;-30.085828;236;;300;7672124;;AV DIARIO DE NOTICIAS;;300 AV DIARIO DE NOTICIAS;500 AV DIARIO DE NOTICIAS;PEDESTRE;BC BARRA SHOPPING;DIA-PDE02
499;-51.247608;-30.085552;237;;300;7672124;;AV DIARIO DE NOTICIAS;;300 AV DIARIO DE NOTICIAS;501 AV DIARIO DE NOTICIAS;PEDESTRE;CB BARRA SHOPPING;DIA-PD02
502;-51.247189;-30.084129;238;;300;7672124;;AV DIARIO DE NOTICIAS;;300 AV DIARIO DE NOTICIAS;300 AV DIARIO DE NOTICIAS;PEDESTRE;BIG;DIA-BSENT
501;-51.247145;-30.083734;239;;301;7672124;;AV DIARIO DE NOTICIAS;;301 AV DIARIO DE NOTICIAS;301 AV DIARIO DE NOTICIAS;PEDESTRE;CB DEFR BIG;DIA-BSENT
427;-51.243713;-30.081970;240;30072013;10;7672082;;AV CHUI;;10 AV CHUI;10 AV CHUI;PEDESTRE;BC Junto R Pinheiro Borda;CHU-PD03
