ID;Longitude;Latitude;ORDEM;DATA_IMPLA;PREDIAL;CDL1;CDL2;LOG1;LOG2;LOCAL;LOCAL_SIG;TIPO;OBSERVACAO;CODIGO
1403;-51.202061;-30.021465;924;19790207;0;8079147;8078248;R FELIX DA CUNHA;R MARQUES DO HERVAL;R FELIX DA CUNHA & R MARQUES DO HERVAL;R FELIX DA CUNHA & R MARQUES DO HERVAL;CRUZAMENTO;;FEL-POM
1404;-51.202163;-30.020146;925;19801203;0;8079147;8078305;R FELIX DA CUNHA;R MARQUES DO POMBAL;R FELIX DA CUNHA & R MARQUES DO POMBAL;R FELIX DA CUNHA & R MARQUES DO POMBAL;CRUZAMENTO;;FEL-POM
1522;-51.201780;-30.023559;926;1102013;18;8078149;;R OLAVO BARRETO VIANA;;18 R OLAVO BARRETO VIANA;18 R OLAVO BARRETO VIANA;PEDESTRE;JTO HOTEL SHERATON pedestre;FEL-CHG
1402;-51.201951;-30.022708;927;20000506;1088;8079147;8078263;R FELIX DA CUNHA;;1088 R FELIX DA CUNHA;1088 R FELIX DA CUNHA;PEDESTRE;ESQ R TOBIAS DA SILVA;FEL-POM
1376;-51.200065;-30.020021;928;19871112;0;8079188;8078305;R DR TIMOTEO;R MARQUES DO POMBAL;R DR TIMOTEO & R MARQUES DO POMBAL;R DR TIMOTEO & R MARQUES DO POMBAL;CRUZAMENTO;;TIM-POM
447;-51.202521;-30.018159;929;;1846;7978018;;AV CRISTOVAO COLOMBO;;1846 AV CRISTOVAO COLOMBO;1846 AV CRISTOVAO COLOMBO;PEDESTRE;PED PROX R FELIX DA CUNHA;CRI-FEL
1405;-51.202324;-30.018178;930;19790207;0;8079147;7978018;R FELIX DA CUNHA;AV CRISTOVAO COLOMBO;R FELIX DA CUNHA & AV CRISTOVAO COLOMBO;R FELIX DA CUNHA & AV CRISTOVAO COLOMBO;CRUZAMENTO;;CRI-FEL
439;-51.200540;-30.018050;931;;2040;7978018;;AV CRISTOVAO COLOMBO;;2040 AV CRISTOVAO COLOMBO;2040 AV CRISTOVAO COLOMBO;PEDESTRE;PRËX DR TIMËTEO;CRI-TIM
1371;-51.200222;-30.018061;932;19790207;0;8079188;7978018;R DR TIMOTEO;AV CRISTOVAO COLOMBO;R DR TIMOTEO & AV CRISTOVAO COLOMBO;R DR TIMOTEO & AV CRISTOVAO COLOMBO;CRUZAMENTO;;CRI-TIM
1665;-51.198045;-30.046700;933;;;7974405;7775026;R VICENTE DA FONTOURA;AV IPIRANGA;R VICENTE DA FONTOURA & AV IPIRANGA;R VICENTE DA FONTOURA & AV IPIRANGA;CRUZAMENTO;;IPI-VIC
703;-51.199048;-30.045316;934;;2881;7775026;;AV IPIRANGA;;2811 AV IPIRANGA;2881 AV IPIRANGA;PEDESTRE;CB DEFR ZAFFARI;IPI-PD02
705;-51.198648;-30.044878;935;;2980;7775026;;AV IPIRANGA;;2980 AV IPIRANGA;2980 AV IPIRANGA;PEDESTRE;BC FR ZAFFARI;IPI-PD01
1666;-51.197605;-30.046458;936;19790131;0;7974405;7775026;R VICENTE DA FONTOURA;AV IPIRANGA;R VICENTE DA FONTOURA & AV IPIRANGA;R VICENTE DA FONTOURA & AV IPIRANGA;CRUZAMENTO;;IPI-VIC
1667;-51.197125;-30.045446;937;;1895;7974405;;R VICENTE DA FONTOURA;;1895 R VICENTE DA FONTOURA;1895 R VICENTE DA FONTOURA;PEDESTRE;DF ZAFFARI E JTO PRACA;VIC-PD01
1401;-51.196616;-30.043227;938;19800703;0;8076028;7974405;R FELIPE DE OLIVEIRA;R VICENTE DA FONTOURA;R FELIPE DE OLIVEIRA & R VICENTE DA FONTOURA;R FELIPE DE OLIVEIRA & R VICENTE DA FONTOURA;CRUZAMENTO;;FOL-VIC
1318;-51.196272;-30.041796;939;19951020;0;8076044;7974405;R DONA EUGENIA;R VICENTE DA FONTOURA;R DONA EUGENIA & R VICENTE DA FONTOURA;R DONA EUGENIA & R VICENTE DA FONTOURA;CRUZAMENTO;;VIC-EUG
999;-51.195908;-30.040289;940;19790207;0;7977218;7974405;AV PROTASIO ALVES;R VICENTE DA FONTOURA;AV PROTASIO ALVES & R VICENTE DA FONTOURA;AV PROTASIO ALVES & R VICENTE DA FONTOURA;CRUZAMENTO;;PRO-VIC
407;-51.195154;-30.043478;941;19800714;0;8178014;8076028;AV CEL LUCAS DE OLIVEIRA;R FELIPE DE OLIVEIRA;AV CEL LUCAS DE OLIVEIRA & R FELIPE DE OLIVEIRA;AV CEL LUCAS DE OLIVEIRA & R FELIPE DE OLIVEIRA;CRUZAMENTO;;FOL-LUC
408;-51.194820;-30.042028;942;;0;8178014;8076044;AV CEL LUCAS DE OLIVEIRA;R DONA EUGENIA;AV CEL LUCAS DE OLIVEIRA & R DONA EUGENIA;AV CEL LUCAS DE OLIVEIRA & R DONA EUGENIA;CRUZAMENTO;;LUC-EUG
409;-51.194471;-30.040464;943;19790207;0;8178014;7977218;AV CEL LUCAS DE OLIVEIRA;AV PROTASIO ALVES;AV CEL LUCAS DE OLIVEIRA & AV PROTASIO ALVES;AV CEL LUCAS DE OLIVEIRA & AV PROTASIO ALVES;CRUZAMENTO;;PRO-LUC
1383;-51.192170;-30.043996;944;19800721;0;8176075;8076028;R ECA DE QUEIROZ;R FELIPE DE OLIVEIRA;R ECA DE QUEIROZ & R FELIPE DE OLIVEIRA;R ECA DE QUEIROZ & R FELIPE DE OLIVEIRA;CRUZAMENTO;;FOL-ECA
1000;-51.191675;-30.041600;945;19820924;1655;7977218;;AV PROTASIO ALVES;;1655 AV PROTASIO ALVES;AV PROTASIO ALVES;PEDESTRE;CB ANTES ECA DE QUEIROZ - EST ECA DE QUEIROZ;PRO-PD17
998;-51.198815;-30.039623;946;;940;7977218;;AV PROTASIO ALVES;;940 AV PROTASIO ALVES;940 AV PROTASIO ALVES;PEDESTRE;P06 BC EST COL ISRAELITA;PRO-SVC
840;-51.197911;-30.039932;947;20000603;0;8177339;7977218;AV NEUSA GOULART BRIZOLA;AV PROTASIO ALVES;AV NEUSA GOULART BRIZOLA & AV PROTASIO ALVES;AV NEUSA GOULART BRIZOLA & AV PROTASIO ALVES;CRUZAMENTO;;PRO-NEU
1552;-51.197027;-30.033132;948;19911015;0;8079162;7977143;R QUINTINO BOCAIUVA;R CASEMIRO DE ABREU;R QUINTINO BOCAIUVA & R CASEMIRO DE ABREU;R QUINTINO BOCAIUVA & R CASEMIRO DE ABREU;CRUZAMENTO;;CAB-QUI
1553;-51.197005;-30.032289;949;19960106;0;8079162;7977135;R QUINTINO BOCAIUVA;R CASTRO ALVES;R QUINTINO BOCAIUVA & R CASTRO ALVES;R QUINTINO BOCAIUVA & R CASTRO ALVES;CRUZAMENTO;;QUI-CAA
841;-51.195882;-30.038962;950;20000603;0;8177339;7974405;AV NEUSA GOULART BRIZOLA;R VICENTE DA FONTOURA;AV NEUSA GOULART BRIZOLA & R VICENTE DA FONTOURA;AV NEUSA GOULART BRIZOLA & R VICENTE DA FONTOURA;CRUZAMENTO;;VIC-NEU
415;-51.194438;-30.039491;951;1082014;1914;8178014;8176166;AV CEL LUCAS DE OLIVEIRA;;1914 AV CEL LUCAS DE OLIVEIRA;1914 AV CEL LUCAS DE OLIVEIRA;PEDESTRE;ESQ LUIZ SO;LUC-PD01
410;-51.194474;-30.038519;952;20000603;0;8178014;8177339;AV CEL LUCAS DE OLIVEIRA;AV NEUSA GOULART BRIZOLA;AV CEL LUCAS DE OLIVEIRA & AV NEUSA GOULART BRIZOLA;AV CEL LUCAS DE OLIVEIRA & AV NEUSA GOULART BRIZOLA;CRUZAMENTO;;LUC-NEU
411;-51.194478;-30.037680;953;19820903;0;8178014;8177040;AV CEL LUCAS DE OLIVEIRA;R PASSO DA PATRIA;AV CEL LUCAS DE OLIVEIRA & R PASSO DA PATRIA;AV CEL LUCAS DE OLIVEIRA & R PASSO DA PATRIA;CRUZAMENTO;;LUC-PAS
1450;-51.191918;-30.038478;954;20010112;0;8176190;8176182;R JAIME TELES;AV NILOPOLIS;R JAIME TELES & AV NILOPOLIS;R JAIME TELES & AV NILOPOLIS;CRUZAMENTO;;NLP-JAT
412;-51.194514;-30.033332;955;19900918;0;8178014;7977143;AV CEL LUCAS DE OLIVEIRA;R CASEMIRO DE ABREU;AV CEL LUCAS DE OLIVEIRA & R CASEMIRO DE ABREU;AV CEL LUCAS DE OLIVEIRA & R CASEMIRO DE ABREU;CRUZAMENTO;;CAB-LUC
1390;-51.193247;-30.033395;956;20030213;0;8177164;7977143;R ENG OLAVO NUNES;R CASEMIRO DE ABREU;R ENG OLAVO NUNES & R CASEMIRO DE ABREU;R ENG OLAVO NUNES & R CASEMIRO DE ABREU;CRUZAMENTO;;CAB-ONU
1001;-51.191665;-30.041490;957;19820924;1684;7977218;;AV PROTASIO ALVES;;1684 AV PROTASIO ALVES;1684 AV PROTASIO ALVES;PEDESTRE;BC APOS ECA DE QUEIROZ - EST ECA DE QUEIROZ;PRO-PD18
1003;-51.189603;-30.042896;958;;1970;7977218;;AV PROTASIO ALVES;;1970 AV PROTASIO ALVES;1970 AV PROTASIO ALVES;PEDESTRE;EST 08 JOAO ABOTT BC;PRO-E08BC
1002;-51.189236;-30.043058;959;;1981;7977218;;AV PROTASIO ALVES;;1981 AV PROTASIO ALVES;1981 AV PROTASIO ALVES;PEDESTRE; EST 08 JOAO ABOTT CB;PRO-E08CB
1219;-51.185727;-30.046945;960;19920817;0;8276016;8176117;R BARAO DO AMAZONAS;R FERREIRA VIANA;R BARAO DO AMAZONAS & R FERREIRA VIANA;R BARAO DO AMAZONAS & R FERREIRA VIANA;CRUZAMENTO;;BAR-FVI
1220;-51.185035;-30.044483;961;29032012;77;8276016;;R BARAO DO AMAZONAS;;77 R BARAO DO AMAZONAS;77 R BARAO DO AMAZONAS;PEDESTRE;;BAR-PD01
1222;-51.187426;-30.043572;962;19820227;0;8176141;7977218;R BORGES DO CANTO;AV PROTASIO ALVES;R BORGES DO CANTO & AV PROTASIO ALVES;R BORGES DO CANTO & AV PROTASIO ALVES;CRUZAMENTO;;PRO-BCA
679;-51.185326;-30.043819;963;19820227;0;8276099;7977218;AV IJUI;AV PROTASIO ALVES;AV IJUI & AV PROTASIO ALVES;AV IJUI & AV PROTASIO ALVES;CRUZAMENTO;;PRO-IJU
345;-51.185462;-30.043454;964;19991229;0;8276123;8276099;AV CACAPAVA;AV IJUI;AV CACAPAVA & AV IJUI;AV CACAPAVA & AV IJUI;CRUZAMENTO;;IJU-CAÃ
1040;-51.184161;-30.043670;965;17062016;2493;7977218;;AV PROTASIO ALVES;;2493 AV PROTASIO ALVES;2493 AV PROTASIO ALVES;PEDESTRE;EST 09 SANTA INES CB FR COLEGIO SANTA INES;PRO-E09CB1
1039;-51.184213;-30.043625;966;17062016;2490;7977218;;AV PROTASIO ALVES;;2490 AV PROTASIO ALVES;2490 AV PROTASIO ALVES;PEDESTRE;EST 09 SANTA INES BC DF COLEGIO SANTA INES;PRO-E09BC1
1808;-51.132836;-29.999777;967;;7336;8081192;;AV SERTORIO;;7336 AV SERTORIO;7336 AV SERTORIO;PEDESTRE;BC ESQ ASSIS BRASIL;ASS-SER
842;-51.190960;-30.038452;968;;0;8176182;8176174;AV NILOPOLIS;R AMELIA TELES;AV NILOPOLIS & R AMELIA TELES;AV NILOPOLIS & R AMELIA TELES;CRUZAMENTO;;NLP-AMT
844;-51.187850;-30.037508;969;;420;8176182;;AV NILOPOLIS;;420 AV NILOPOLIS;420 AV NILOPOLIS;PEDESTRE;PED BC ESQ AV IJUI;NLP-IJU
680;-51.187752;-30.037490;970;19980214;0;8276099;8176182;AV IJUI;AV NILOPOLIS;AV IJUI & AV NILOPOLIS;AV IJUI & AV NILOPOLIS;CRUZAMENTO;;NLP-IJU
843;-51.186242;-30.035977;971;;650;8176182;;AV NILOPOLIS;;650 AV NILOPOLIS;650 AV NILOPOLIS;PEDESTRE;DF SUPERM NACIONAL PROX CRUZ CARAZINHO-CARLOS TREI;NIL-CTF
1231;-51.184129;-30.039342;972;19880802;0;8276115;8176281;R CARAZINHO;AV LAGEADO;R CARAZINHO & AV LAGEADO;R CARAZINHO & AV LAGEADO;CRUZAMENTO;;CAR-LAG
1232;-51.185610;-30.035395;973;;0;8276115;8177313;R CARAZINHO;AV DR NILO PECANHA;R CARAZINHO & AV DR NILO PECANHA;R CARAZINHO & AV DR NILO PECANHA;CRUZAMENTO;ANTIGA RËTULA NILO;NIL-CTF
532;-51.185346;-30.034934;974;;67;8177313;;AV DR NILO PECANHA;;67 AV DOUTOR NILO PECANHA;67 AV DOUTOR NILO PECANHA;PEDESTRE;PROX CRUZ CARAZINHO-CARLOS TREIN FILHO;NIL-CTF
1515;-51.199675;-30.028453;975;1062012;776;7978133;;R MOSTARDEIRO;;776 R MOSTARDEIRO;776 R MOSTARDEIRO;PEDESTRE;PROX R PADRE SCHOELER;MOS-PD02
1554;-51.196943;-30.029329;976;19810416;0;8079162;8077125;R QUINTINO BOCAIUVA;R DONA LAURA;R QUINTINO BOCAIUVA & R DONA LAURA;R QUINTINO BOCAIUVA & R DONA LAURA;CRUZAMENTO;;QUI-DLA
1555;-51.197231;-30.028343;977;19810401;0;8079162;7978133;R QUINTINO BOCAIUVA;R MOSTARDEIRO;R QUINTINO BOCAIUVA & R MOSTARDEIRO;R QUINTINO BOCAIUVA & R MOSTARDEIRO;CRUZAMENTO;;MOS-QUI
1238;-51.196010;-30.028287;978;19810717;0;8079212;7978133;R CEL BORDINI;R MOSTARDEIRO;R CEL BORDINI & R MOSTARDEIRO;R CEL BORDINI & R MOSTARDEIRO;CRUZAMENTO;;MOS-BNI
1372;-51.199785;-30.025662;979;20000517;0;8079188;8078073;R DR TIMOTEO;AV GOETHE;R DR TIMOTEO & AV GOETHE;R DR TIMOTEO & AV GOETHE;CRUZAMENTO;;GOE-TIM
1373;-51.199776;-30.023754;980;19790206;0;8079188;7978158;R DR TIMOTEO;R VINTE QUATRO DE OUTUBRO;R DR TIMOTEO & R VINTE E QUATRO DE OUTUBRO;R DR TIMOTEO & R VINTE E QUATRO DE OUTUBRO;CRUZAMENTO;;OUT-TIM
1556;-51.197970;-30.024688;981;19970222;0;8079162;8078313;R QUINTINO BOCAIUVA;R DR POTY MEDEIROS;R QUINTINO BOCAIUVA & R DR POTY MEDEIROS;R QUINTINO BOCAIUVA & R DR POTY MEDEIROS;CRUZAMENTO;;QUI-POT
1239;-51.196575;-30.024825;982;19970222;0;8079212;8078289;R CEL BORDINI;R EUDORO BERLINK;R CEL BORDINI & R EUDORO BERLINK;R CEL BORDINI & R EUDORO BERLINK;CRUZAMENTO;;EUB-BNI
1240;-51.195874;-30.029284;983;19980618;0;8079212;8077125;R CEL BORDINI;R DONA LAURA;R CEL BORDINI & R DONA LAURA;R CEL BORDINI & R DONA LAURA;CRUZAMENTO;;BNI-DLA
413;-51.194566;-30.028688;984;27112006;;8178014;8177297;AV CEL LUCAS DE OLIVEIRA;R TITO LIVIO ZAMBECARI;AV CEL LUCAS DE OLIVEIRA & R TITO LIVIO ZAMBECARI;AV CEL LUCAS DE OLIVEIRA & R TITO LIVIO ZAMBECARI;CRUZAMENTO;;LUC-TIT
829;-51.192962;-30.029499;985;;0;8179079;8177222;AV MARILAND;R PEDRO IVO;AV MARILAND & R PEDRO IVO;AV MARILAND & R PEDRO IVO;CRUZAMENTO;;PVI-MRI
1201;-51.194748;-30.027358;986;19790207;0;8178048;8178014;R ANITA GARIBALDI;AV CEL LUCAS DE OLIVEIRA;R ANITA GARIBALDI & AV CEL LUCAS DE OLIVEIRA;R ANITA GARIBALDI & AV CEL LUCAS DE OLIVEIRA;CRUZAMENTO;;ANI-LUC
414;-51.195094;-30.024674;987;19970222;0;8178014;8078289;AV CEL LUCAS DE OLIVEIRA;R EUDORO BERLINK;AV CEL LUCAS DE OLIVEIRA & R EUDORO BERLINK;AV CEL LUCAS DE OLIVEIRA & R EUDORO BERLINK;CRUZAMENTO;;EUB-LUC
830;-51.193210;-30.027208;988;19890817;0;8179079;8178048;AV MARILAND;R ANITA GARIBALDI;AV MARILAND & R ANITA GARIBALDI;AV MARILAND & R ANITA GARIBALDI;CRUZAMENTO;;ANI-MRI
831;-51.193550;-30.024532;989;19970222;0;8179079;8078289;AV MARILAND;R EUDORO BERLINK;AV MARILAND & R EUDORO BERLINK;AV MARILAND & R EUDORO BERLINK;CRUZAMENTO;;EUB-MRI
1377;-51.199817;-30.023657;990;;933;8079188;;R DR TIMOTEO;;933 R DR TIMOTEO;933 R DR TIMOTEO;PEDESTRE;PROX 24 OUT;OUT-TIM
1374;-51.199869;-30.022578;991;20000506;0;8079188;8078263;R DR TIMOTEO;R TOBIAS DA SILVA;R DR TIMOTEO & R TOBIAS DA SILVA;R DR TIMOTEO & R TOBIAS DA SILVA;CRUZAMENTO;;TIM-TOB
1557;-51.198169;-30.023612;992;19790206;0;8079162;7978158;R QUINTINO BOCAIUVA;R VINTE QUATRO DE OUTUBRO;R QUINTINO BOCAIUVA & R VINTE E QUATRO DE OUTUBRO;R QUINTINO BOCAIUVA & R VINTE E QUATRO DE OUTUBRO;CRUZAMENTO;;OUT-QUI
1558;-51.198265;-30.022715;993;;500;8079162;;R QUINTINO BOCAIUVA;;500 R QUINTINO BOCAIUVA;510 R QUINTINO BOCAIUVA;PEDESTRE;CLUBE G NAUTICO UNIAO;QUI-PD01
1375;-51.199969;-30.021339;994;19871111;0;8079188;8078248;R DR TIMOTEO;R MARQUES DO HERVAL;R DR TIMOTEO & R MARQUES DO HERVAL;R DR TIMOTEO & R MARQUES DO HERVAL;CRUZAMENTO;;TIM-HER
1560;-51.198518;-30.021245;995;5112015;;8079162;8078248;R QUINTINO BOCAIUVA;R MARQUES DO HERVAL;R QUINTINO BOCAIUVA & R MARQUES DO HERVAL;R QUINTINO BOCAIUVA & R MARQUES DO HERVAL;CRUZAMENTO;CPT 413/2015;QUI-HER
1559;-51.198312;-30.019964;996;19940526;0;8079162;8078305;R QUINTINO BOCAIUVA;R MARQUES DO POMBAL;R QUINTINO BOCAIUVA & R MARQUES DO POMBAL;R QUINTINO BOCAIUVA & R MARQUES DO POMBAL;CRUZAMENTO;;POM-QUI
1241;-51.196848;-30.023102;997;19790206;0;8079212;7978158;R CEL BORDINI;R VINTE QUATRO DE OUTUBRO;R CEL BORDINI & R VINTE E QUATRO DE OUTUBRO;R CEL BORDINI & R VINTE E QUATRO DE OUTUBRO;CRUZAMENTO;;OUT-BNI
1242;-51.197378;-30.019854;998;19970705;0;8079212;8078305;R CEL BORDINI;R MARQUES DO POMBAL;R CEL BORDINI & R MARQUES DO POMBAL;R CEL BORDINI & R MARQUES DO POMBAL;CRUZAMENTO;;POM-QUI
445;-51.197777;-30.017900;999;;2270;7978018;;AV CRISTOVAO COLOMBO;;2270 AV CRISTOVAO COLOMBO;2270 AV CRISTOVAO COLOMBO;PEDESTRE;PEDESTRE PROX BENJAMIN CONSTANT;BEN-CRI
163;-51.197681;-30.017922;1000;19790207;0;8280323;7978018;AV BENJAMIN CONSTANT;AV CRISTOVAO COLOMBO;AV BENJAMIN CONSTANT & AV CRISTOVAO COLOMBO;AV BENJAMIN CONSTANT & AV CRISTOVAO COLOMBO;CRUZAMENTO;;BEN-CRI
185;-51.197486;-30.017495;1001;;1850;8280323;;AV BENJAMIN CONSTANT;;1850 AV BENJAMIN CONSTANT;1850 AV BENJAMIN CONSTANT;PEDESTRE;PEDESTRE PROX CRISTOVAO COLOMBO SN;BEN-CRI
1669;-51.195378;-30.022449;1002;;0;7978158;8178014;R VINTE QUATRO DE OUTUBRO;AV CEL LUCAS DE OLIVEIRA;R VINTE QUATRO DE OUTUBRO & AV CEL LUCAS DE OLIVEIRA;R VINTE QUATRO DE OUTUBRO & AV CEL LUCAS DE OLIVEIRA;CRUZAMENTO;;OUT-LUC
863;-51.194955;-30.022175;1003;9082016;10;8178121;;AV NOVA YORK;;10 AV NOVA YORK;10 AV NOVA YORK;PEDESTRE;Memo 163/2016;NOV-PD01
861;-51.195215;-30.019591;1004;;0;8178121;8078305;AV NOVA YORK;R MARQUES DO POMBAL;AV NOVA YORK & R MARQUES DO POMBAL;AV NOVA YORK & R MARQUES DO POMBAL;CRUZAMENTO;;POM-NOV
832;-51.193851;-30.022093;1005;19810325;0;8179079;7978158;AV MARILAND;R VINTE QUATRO DE OUTUBRO;AV MARILAND & R VINTE E QUATRO DE OUTUBRO;AV MARILAND & R VINTE E QUATRO DE OUTUBRO;CRUZAMENTO;;OUT-MRI
1670;-51.192075;-30.021733;1006;;1660;7978158;;R VINTE QUATRO DE OUTUBRO;;1660 R VINTE QUATRO DE OUTUBRO;1660 R VINTE QUATRO DE OUTUBRO;PEDESTRE;JTO R CANDIDO SILVEIRA;OUT-PD01
862;-51.195405;-30.017827;1007;19820607;0;8178121;7978018;AV NOVA YORK;AV CRISTOVAO COLOMBO;AV NOVA YORK & AV CRISTOVAO COLOMBO;AV NOVA YORK & AV CRISTOVAO COLOMBO;CRUZAMENTO;;BEN-CRI
833;-51.194298;-30.017784;1008;20021026;0;8179079;7978018;AV MARILAND;AV CRISTOVAO COLOMBO;AV MARILAND & AV CRISTOVAO COLOMBO;AV MARILAND & AV CRISTOVAO COLOMBO;CRUZAMENTO;;CRI-MRI
1617;-51.190033;-30.026909;1009;19790207;0;8178071;8178048;R SILVA JARDIM;R ANITA GARIBALDI;R SILVA JARDIM & R ANITA GARIBALDI;R SILVA JARDIM & R ANITA GARIBALDI;CRUZAMENTO;;ANI-SJA
1394;-51.191328;-30.024277;1010;19970306;632;8078289;;R EUDORO BERLINK;;632 R EUDORO BERLINK;632 R EUDORO BERLINK;PEDESTRE;COLEGIO PIRATINI;EUB-PD01
1618;-51.190380;-30.024215;1011;19970222;0;8178071;8078289;R SILVA JARDIM;R EUDORO BERLINK;R SILVA JARDIM & R EUDORO BERLINK;R SILVA JARDIM & R EUDORO BERLINK;CRUZAMENTO;;EUB-SJA
1533;-51.186912;-30.029312;1012;;0;8177222;8178113;R PEDRO IVO;R CARLOS TREIN FILHO;R PEDRO IVO & R CARLOS TREIN FILHO;R PEDRO IVO & R CARLOS TREIN FILHO;CRUZAMENTO;;PIV-CTF
1534;-51.186052;-30.029255;1013;;0;8177222;8178089;R PEDRO IVO;R COMENDADOR RHEINGANTZ;R PEDRO IVO & R COMENDADOR RHEINGANTZ;R PEDRO IVO & R COMENDADOR RHEINGANTZ;CRUZAMENTO;;PIV-RHE
537;-51.183831;-30.031757;1014;;396;8177313;;AV DR NILO PECANHA;;396 AV DR NILO PECANHA;396 AV NILO PECANHA;PEDESTRE;BC PROX AUGUSTO LOUREIRO LIMA;NIL-PD08
1287;-51.183781;-30.031718;1015;20040304;0;8277220;8177313;R DESEMBARGADOR AUGUSTO LOUREIRO LIMA;AV DR NILO PECANHA;R DESEMBARGADOR AUGUSTO LOUREIRO LIMA & AV DR NILO PECANHA;R DESEMBARGADOR AUGUSTO LOUREIRO LIMA & AV DR NILO PECANHA;CRUZAMENTO;;NIL-ALL
1416;-51.183896;-30.028020;1016;20010210;136;8278103;;R FURRIEL LUIZ ANTONIO DE VARGAS;;136 R FURRIEL LUIZ ANTONIO DE VARGAS;136 R FURRIEL LUIZ ANTONIO DE VARGAS;PEDESTRE;ESCOLA MARIA TEREZA DA SILVEIRA;FUR-PD01
1236;-51.187146;-30.026621;1017;20030116;0;8178113;8178048;R CARLOS TREIN FILHO;R ANITA GARIBALDI;R CARLOS TREIN FILHO & R ANITA GARIBALDI;R CARLOS TREIN FILHO & R ANITA GARIBALDI;CRUZAMENTO;;ANI-CTF
1202;-51.186276;-30.026570;1018;11062011;0;8178048;8178089;R ANITA GARIBALDI;R COMENDADOR RHEINGANTZ;R ANITA GARIBALDI & R COMENDADOR RHEINGANTZ;R ANITA GARIBALDI & R COMENDADOR RHEINGANTZ;CRUZAMENTO;;ANI-RHE
1395;-51.187381;-30.023948;1019;;;8078289;8178113;R EUDORO BERLINK;R CARLOS TREIN FILHO;R EUDORO BERLINK & R CARLOS TREIN FILHO;R EUDORO BERLINK & R CARLOS TREIN FILHO;CRUZAMENTO;;EUB-CTF
1619;-51.190634;-30.022024;1020;19790207;0;8178071;7978158;R SILVA JARDIM;R VINTE QUATRO DE OUTUBRO;R SILVA JARDIM & R VINTE E QUATRO DE OUTUBRO;R SILVA JARDIM & R VINTE E QUATRO DE OUTUBRO;CRUZAMENTO;;OUT-SJA
444;-51.189705;-30.017629;1021;27072013;;7978018;8180010;AV CRISTOVAO COLOMBO;R MARCELO GAMA;AV CRISTOVAO COLOMBO & R MARCELO GAMA;AV CRISTOVAO COLOMBO & R MARCELO GAMA;CRUZAMENTO;DESVIO OBRAS DA COPA;CRI-MGA
1507;-51.188557;-30.018878;1022;27072013;;8078305;8180051;R MARQUES DO POMBAL;R FELICISSIMO DE AZEVEDO;R MARQUES DO POMBAL & R FELICISSIMO DE AZEVEDO;R MARQUES DO POMBAL & R FELICISSIMO DE AZEVEDO;CRUZAMENTO;DESVIO OBRAS DA COPA;POM-FEA
1396;-51.188672;-30.017551;1023;20010509;0;8180051;7978018;R FELICISSIMO DE AZEVEDO;AV CRISTOVAO COLOMBO;R FELICISSIMO DE AZEVEDO & AV CRISTOVAO COLOMBO;R FELICISSIMO DE AZEVEDO & AV CRISTOVAO COLOMBO;CRUZAMENTO;;CRI-FEA
917;-51.187090;-30.022011;1024;20011124;425;8178147;;AV PLINIO BRASIL MILANO;;425 AV PLINIO BRASIL MILANO;425 AV PLINIO BRASIL MILANO;PEDESTRE;;PLI-PD06
365;-51.183740;-30.023628;1025;;161;8278301;;AV CARLOS GOMES;;161 AV CARLOS GOMES;161 AV CARLOS GOMES;PEDESTRE;PROX CAMPOS SALES;CGO-PD01
364;-51.183685;-30.023604;1026;;160;8278301;;AV CARLOS GOMES;;160 AV CARLOS GOMES;160 AV CARLOS GOMES;PEDESTRE;PROX CAMPOS SALES;CGO-PD01
348;-51.184565;-30.021948;1027;19790207;0;8278301;8178147;AV CARLOS GOMES;AV PLINIO BRASIL MILANO;AV CARLOS GOMES & AV PLINIO BRASIL MILANO;AV CARLOS GOMES & AV PLINIO BRASIL MILANO;CRUZAMENTO;;CGO-PLI
347;-51.184493;-30.022130;1028;;11;8278301;;AV CARLOS GOMES;;11 AV CARLOS GOMES;11 AV CARLOS GOMES;PEDESTRE;NS EST PLINIO FR POSTO;CGO-PLI
102;-51.184628;-30.021854;1029;;0;8279044;8278293;AV AUGUSTO MEYER;LG MELVIN JONES;AV AUGUSTO MEYER & LG MELVIN JONES;AV AUGUSTO MEYER & LG MELVIN JONES;CRUZAMENTO;JTO PLINIO E CARLOS GOMES;CGO-PLI
925;-51.184296;-30.021934;1030;;715;8178147;;AV PLINIO BRASIL MILANO;;715 AV PLINIO BRASIL MILANO;715 AV PLINIO BRASIL MILANO;PEDESTRE;PED APËS CARLOS GOMES CB;CGO-PLI
1209;-51.185236;-30.021074;1031;;143;8279044;;R AUGUSTO MEYER;;143 R AUGUSTO MEYER;143 AV AUGUSTO MEYER;PEDESTRE;;CGO-PLI
1208;-51.185161;-30.021033;1032;;146;8279044;;R AUGUSTO MEYER;;146 R AUGUSTO MEYER;AV AUGUSTO MEYER;PEDESTRE;;CGO-PLI
1312;-51.186385;-30.018723;1033;27072013;;8180093;8078305;R DOM PEDRO II;R MARQUES DO POMBAL;R DOM PEDRO II & R MARQUES DO POMBAL;R DOM PEDRO II & R MARQUES DO POMBAL;CRUZAMENTO;DESVIO OBRAS DA COPA;DPE-POM
1294;-51.186421;-30.017982;1034;;1220;8180093;;R DOM PEDRO II;;1220 R DOM PEDRO II;1220 R DOM PEDRO II;PEDESTRE;EST 03 CRISTOVAO COLOMBO NS;DPE-CRI
